matrix_case_id,source_case_id,repair_id,slot_id,adapter_id,requested_mode,resource_class,seed,timeout_sec,video_path,dss_path,source_audio,repair_decision,allowed_publish_type,expected_output,case_order,slot_order,slot_key,model_revision,checkpoint_digest,queue_wait_ms,peak_gpu_memory_mb,cache_hit,resumed,status,generation_mode,output_path,output_sha256,runtime_ms,failure_code,failure_reason,audio
fb_003_semantic_repair,robot_warehouse_pick_001,fb_003_semantic_repair,v2a_primary,mmaudio,LIVE,gpu,20260730,900,cases/robot_warehouse_pick_001/input_video.mp4,cases/robot_warehouse_pick_001/director_sound_script.yaml,artifacts/repair/layer_semantic_20260715/fb_003/after.wav,MANUAL_REVIEW,PROVISIONAL,artifacts/model_runs/w20_candidate_matrix_20260721/fb_003_semantic_repair/v2a_primary.wav,9,0,sha256:81f4f6fab26bf205731795d5aa5c76e289fa9099d8a228c0d77cfb78803f7169,local-checkout,sha256:11fd92e860a58f0fac972706dd06034e49dceff2e1450bbde5703785c812b0f1,0,0.0,False,True,BLOCKED,LIVE,,,0,DEPENDENCY_MISSING,"missing imports: torch,torchaudio",
fb_003_semantic_repair,robot_warehouse_pick_001,fb_003_semantic_repair,v2a_temporal,foleycrafter,LIVE,gpu,20260730,900,cases/robot_warehouse_pick_001/input_video.mp4,cases/robot_warehouse_pick_001/director_sound_script.yaml,artifacts/repair/layer_semantic_20260715/fb_003/after.wav,MANUAL_REVIEW,PROVISIONAL,artifacts/model_runs/w20_candidate_matrix_20260721/fb_003_semantic_repair/v2a_temporal.wav,9,1,sha256:e9ef74318c311d51dd71e7e0541667d6ee9e19aa8fbbd8cbd34b1cdc7956d5af,unknown,,0,0.0,False,True,BLOCKED,LIVE,,,0,REPOSITORY_MISSING,repository not found: /home/GRT/work/_external/FoleyCrafter,
fb_003_semantic_repair,robot_warehouse_pick_001,fb_003_semantic_repair,t2a_dss,tangoflux,LIVE,gpu,20260730,600,cases/robot_warehouse_pick_001/input_video.mp4,cases/robot_warehouse_pick_001/director_sound_script.yaml,artifacts/repair/layer_semantic_20260715/fb_003/after.wav,MANUAL_REVIEW,PROVISIONAL,artifacts/model_runs/w20_candidate_matrix_20260721/fb_003_semantic_repair/t2a_dss.wav,9,2,sha256:7c430793697eb0d5fd01e0097615e64a1e8783872977a2387f39ed94bb7b34e7,unknown,,0,0.0,False,True,BLOCKED,LIVE,,,0,REPOSITORY_MISSING,repository not found: /home/GRT/work/_external/TangoFlux,
fb_003_semantic_repair,robot_warehouse_pick_001,fb_003_semantic_repair,control,control,CONTROL,cpu,20260730,30,cases/robot_warehouse_pick_001/input_video.mp4,cases/robot_warehouse_pick_001/director_sound_script.yaml,artifacts/repair/layer_semantic_20260715/fb_003/after.wav,MANUAL_REVIEW,PROVISIONAL,artifacts/model_runs/w20_candidate_matrix_20260721/fb_003_semantic_repair/control.wav,9,3,sha256:9acd9d6bca11f1dc3dc4b94fae385bd6a5922557138a7ba4d2ecbbc6d3aeb6d9,stdlib-sine-v1,,0,0.0,True,True,SUCCEEDED,CONTROL,artifacts/model_runs/w20_candidate_matrix_20260721/fb_003_semantic_repair/control.wav,sha256:6c5e3331bb27ccc1f72d25601390b70a939bcf2afc75dffa8f5c97cd38a71313,4,,,"{""channels"": 1, ""clip_ratio"": 0.0, ""duration_sec"": 1.0, ""peak_abs"": 0.079345703125, ""readable"": true, ""sample_rate"": 16000, ""silence_ratio"": 0.00875}"
fb_004_transplant_v1,robot_warehouse_pick_001,fb_004_transplant_v1,v2a_primary,mmaudio,LIVE,gpu,20260731,900,cases/robot_warehouse_pick_001/input_video.mp4,cases/robot_warehouse_pick_001/director_sound_script.yaml,artifacts/repair/layer_semantic_20260715/fb_004/variant_1.wav,REPAIR_REJECTED,BLOCKED,artifacts/model_runs/w20_candidate_matrix_20260721/fb_004_transplant_v1/v2a_primary.wav,10,0,sha256:b93999ec11f816121e713120d1540ebff12073b45db7cf4e71f8eb8c4480f876,local-checkout,sha256:11fd92e860a58f0fac972706dd06034e49dceff2e1450bbde5703785c812b0f1,0,0.0,False,True,BLOCKED,LIVE,,,0,DEPENDENCY_MISSING,"missing imports: torch,torchaudio",
fb_004_transplant_v1,robot_warehouse_pick_001,fb_004_transplant_v1,v2a_temporal,foleycrafter,LIVE,gpu,20260731,900,cases/robot_warehouse_pick_001/input_video.mp4,cases/robot_warehouse_pick_001/director_sound_script.yaml,artifacts/repair/layer_semantic_20260715/fb_004/variant_1.wav,REPAIR_REJECTED,BLOCKED,artifacts/model_runs/w20_candidate_matrix_20260721/fb_004_transplant_v1/v2a_temporal.wav,10,1,sha256:bdbe33d588f97a673497c34fe34803b75f2ecb07bf29af615cdbe41cee858d5d,unknown,,0,0.0,False,True,BLOCKED,LIVE,,,0,REPOSITORY_MISSING,repository not found: /home/GRT/work/_external/FoleyCrafter,
fb_004_transplant_v1,robot_warehouse_pick_001,fb_004_transplant_v1,t2a_dss,tangoflux,LIVE,gpu,20260731,600,cases/robot_warehouse_pick_001/input_video.mp4,cases/robot_warehouse_pick_001/director_sound_script.yaml,artifacts/repair/layer_semantic_20260715/fb_004/variant_1.wav,REPAIR_REJECTED,BLOCKED,artifacts/model_runs/w20_candidate_matrix_20260721/fb_004_transplant_v1/t2a_dss.wav,10,2,sha256:20a5278989e16a2768dc189ce237a9da899a7bec681baa25f3608893a2a7acc3,unknown,,0,0.0,False,True,BLOCKED,LIVE,,,0,REPOSITORY_MISSING,repository not found: /home/GRT/work/_external/TangoFlux,
fb_004_transplant_v1,robot_warehouse_pick_001,fb_004_transplant_v1,control,control,CONTROL,cpu,20260731,30,cases/robot_warehouse_pick_001/input_video.mp4,cases/robot_warehouse_pick_001/director_sound_script.yaml,artifacts/repair/layer_semantic_20260715/fb_004/variant_1.wav,REPAIR_REJECTED,BLOCKED,artifacts/model_runs/w20_candidate_matrix_20260721/fb_004_transplant_v1/control.wav,10,3,sha256:a28b519206d53406fec2256ab0f86f0e6b6eba0176841b8ce1095eaa43d267dc,stdlib-sine-v1,,0,0.0,True,True,SUCCEEDED,CONTROL,artifacts/model_runs/w20_candidate_matrix_20260721/fb_004_transplant_v1/control.wav,sha256:918f31f60ee948b8f0517216852edbf7f04de614a11bd6e37b21cfa04b02a0bf,5,,,"{""channels"": 1, ""clip_ratio"": 0.0, ""duration_sec"": 1.0, ""peak_abs"": 0.079345703125, ""readable"": true, ""sample_rate"": 16000, ""silence_ratio"": 0.009375}"
fb_005_transplant_v1,subway_arrival_door_001,fb_005_transplant_v1,v2a_primary,mmaudio,LIVE,gpu,20260732,900,cases/subway_arrival_door_001/input_video.mp4,cases/subway_arrival_door_001/director_sound_script.yaml,artifacts/repair/layer_semantic_20260715/fb_005/variant_1.wav,REPAIR_REJECTED,BLOCKED,artifacts/model_runs/w20_candidate_matrix_20260721/fb_005_transplant_v1/v2a_primary.wav,11,0,sha256:1d9ba5eecb2b9f885a956bbe600d3183f33fd47ec0c13568a0844858471cbe04,local-checkout,sha256:11fd92e860a58f0fac972706dd06034e49dceff2e1450bbde5703785c812b0f1,0,0.0,False,True,BLOCKED,LIVE,,,0,DEPENDENCY_MISSING,"missing imports: torch,torchaudio",
fb_005_transplant_v1,subway_arrival_door_001,fb_005_transplant_v1,v2a_temporal,foleycrafter,LIVE,gpu,20260732,900,cases/subway_arrival_door_001/input_video.mp4,cases/subway_arrival_door_001/director_sound_script.yaml,artifacts/repair/layer_semantic_20260715/fb_005/variant_1.wav,REPAIR_REJECTED,BLOCKED,artifacts/model_runs/w20_candidate_matrix_20260721/fb_005_transplant_v1/v2a_temporal.wav,11,1,sha256:fc289902ecc972c5ef7465c7e0a368ba3bd165d33d9cf6c86dc35bfb0f66e6c0,unknown,,0,0.0,False,True,BLOCKED,LIVE,,,0,REPOSITORY_MISSING,repository not found: /home/GRT/work/_external/FoleyCrafter,
fb_005_transplant_v1,subway_arrival_door_001,fb_005_transplant_v1,t2a_dss,tangoflux,LIVE,gpu,20260732,600,cases/subway_arrival_door_001/input_video.mp4,cases/subway_arrival_door_001/director_sound_script.yaml,artifacts/repair/layer_semantic_20260715/fb_005/variant_1.wav,REPAIR_REJECTED,BLOCKED,artifacts/model_runs/w20_candidate_matrix_20260721/fb_005_transplant_v1/t2a_dss.wav,11,2,sha256:59efe2e41dd6e8e343189423e9ea7a0d64379a1df060bdd40ee06ca854bc6a22,unknown,,0,0.0,False,True,BLOCKED,LIVE,,,0,REPOSITORY_MISSING,repository not found: /home/GRT/work/_external/TangoFlux,
fb_005_transplant_v1,subway_arrival_door_001,fb_005_transplant_v1,control,control,CONTROL,cpu,20260732,30,cases/subway_arrival_door_001/input_video.mp4,cases/subway_arrival_door_001/director_sound_script.yaml,artifacts/repair/layer_semantic_20260715/fb_005/variant_1.wav,REPAIR_REJECTED,BLOCKED,artifacts/model_runs/w20_candidate_matrix_20260721/fb_005_transplant_v1/control.wav,11,3,sha256:da563ce9676e75527c2ec61c651cb158d6d4890eeb6b8a36d17b137204bfe34f,stdlib-sine-v1,,0,0.0,True,True,SUCCEEDED,CONTROL,artifacts/model_runs/w20_candidate_matrix_20260721/fb_005_transplant_v1/control.wav,sha256:50a017c1c5b9994e49a37446e3af9777796262bb6a1158c277c8bbdf12db549f,4,,,"{""channels"": 1, ""clip_ratio"": 0.0, ""duration_sec"": 1.0, ""peak_abs"": 0.079345703125, ""readable"": true, ""sample_rate"": 16000, ""silence_ratio"": 0.005}"
