candidate_id,case_id,variant,source,has_metrics,has_selector,has_pairwise,pairwise_case_count,is_selector_winner_proxy,is_repair_seed,has_reason_or_metric,missing_evidence,metric_case_id,metric_variant,metric_job_id,metric_selected_wav_path,metric_is_repaired_selected,metric_prompt_chars,metric_sample_rate,metric_channels,metric_sample_width_bytes,metric_duration_sec,metric_rms_dbfs,metric_peak_dbfs,metric_clipped_ratio,metric_active_ratio,metric_silence_ratio,metric_onset_count_proxy,metric_onset_times_sec_proxy,metric_status,metric_flags,selector_case_id,selector_variant,selector_selector_score,selector_acoustic_score,selector_decision,selector_reasons,selector_audio_path,selector_winner_variant,selector_runner_up_variant,selector_best_dss_variant,selector_best_baseline_variant,selector_dss_delta_vs_best_baseline,selector_case_classification
street_rain_crosswalk_001|dss_event_timeline||artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/dss_event_timeline/w18_024_street_rain_crosswalk_001_dss_event_timeline.wav,street_rain_crosswalk_001,dss_event_timeline,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,street_rain_crosswalk_001,dss_event_timeline,102.0,100.0,selector_candidate,variant_prior:+2.0,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/dss_event_timeline/w18_024_street_rain_crosswalk_001_dss_event_timeline.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,1.5,dss_neutral
street_rain_crosswalk_001|dss_global,street_rain_crosswalk_001,dss_global,,true,,,3,false,false,true,"source,selector",street_rain_crosswalk_001,dss_global,w18_023_street_rain_crosswalk_001_dss_global,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/dss_global/w18_023_street_rain_crosswalk_001_dss_global.wav,False,313,44100,1,2,8.9397,-10.0348,0.0,7.356e-05,0.99971084,0.00028916,26,"[0.08, 0.64, 1.08, 1.38, 1.58, 1.72, 1.88, 2.0, 2.2, 2.54, 2.82, 3.0, 3.44, 3.76, 4.22, 4.34, 4.46, 4.88, 5.04, 5.64, 5.98, 6.2, 6.52, 6.68, 7.12, 7.56]",ok,"['near_full_scale_peak', 'very_loud_rms']",,,,,,,,,,,,,
street_rain_crosswalk_001|dss_global||artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/dss_global/w18_023_street_rain_crosswalk_001_dss_global.wav,street_rain_crosswalk_001,dss_global,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,street_rain_crosswalk_001,dss_global,77.7644,77.2644,rejected,minor_clip:-0.7356|near_full_scale_peak:0.0|very_loud_rms:-10.0348|variant_prior:+0.5,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/dss_global/w18_023_street_rain_crosswalk_001_dss_global.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,1.5,dss_neutral
street_rain_crosswalk_001|dss_layer_avoid,street_rain_crosswalk_001,dss_layer_avoid,,true,,,3,false,false,true,"source,selector",street_rain_crosswalk_001,dss_layer_avoid,w18_025_street_rain_crosswalk_001_dss_layer_avoid,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/dss_layer_avoid/w18_025_street_rain_crosswalk_001_dss_layer_avoid.wav,False,969,44100,1,2,8.9397,-16.1286,-2.8684,0.0,0.99949523,0.00050477,20,"[0.28, 0.46, 0.66, 0.86, 1.0, 1.42, 1.56, 1.74, 1.88, 2.0, 2.26, 2.38, 2.54, 2.66, 3.78, 3.9, 5.3, 5.46, 6.28, 8.24]",ok,[],,,,,,,,,,,,,
street_rain_crosswalk_001|dss_layer_avoid||artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/dss_layer_avoid/w18_025_street_rain_crosswalk_001_dss_layer_avoid.wav,street_rain_crosswalk_001,dss_layer_avoid,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,street_rain_crosswalk_001,dss_layer_avoid,102.5,100.0,selector_candidate,variant_prior:+2.5,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/dss_layer_avoid/w18_025_street_rain_crosswalk_001_dss_layer_avoid.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,1.5,dss_neutral
street_rain_crosswalk_001|naive,street_rain_crosswalk_001,naive,,true,,,3,false,false,true,"source,selector",street_rain_crosswalk_001,naive,w18_021_street_rain_crosswalk_001_naive,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/naive/w18_021_street_rain_crosswalk_001_naive.wav,False,237,44100,1,2,8.9397,-11.5997,0.0,1.015e-05,0.99960177,0.00039823,22,"[0.62, 1.08, 1.48, 1.68, 1.82, 2.0, 2.16, 2.32, 2.44, 2.56, 2.72, 2.9, 3.1, 3.28, 3.64, 4.56, 4.72, 5.88, 6.2, 6.46, 6.7, 6.96]",ok,"['near_full_scale_peak', 'very_loud_rms']",,,,,,,,,,,,,
street_rain_crosswalk_001|naive||artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/naive/w18_021_street_rain_crosswalk_001_naive.wav,street_rain_crosswalk_001,naive,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,street_rain_crosswalk_001,naive,77.8985,77.8985,rejected,minor_clip:-0.1015|near_full_scale_peak:0.0|very_loud_rms:-11.5997,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/naive/w18_021_street_rain_crosswalk_001_naive.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,1.5,dss_neutral
street_rain_crosswalk_001|naive_rich,street_rain_crosswalk_001,naive_rich,,true,,,3,false,false,true,"source,selector",street_rain_crosswalk_001,naive_rich,w18_022_street_rain_crosswalk_001_naive_rich,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/naive_rich/w18_022_street_rain_crosswalk_001_naive_rich.wav,False,600,44100,1,2,8.9397,-16.952,-2.3641,0.0,0.99926948,0.00073052,14,"[0.28, 0.56, 0.7, 0.86, 1.08, 1.42, 1.56, 1.74, 2.0, 2.18, 2.36, 2.54, 2.66, 2.92]",ok,[],,,,,,,,,,,,,
street_rain_crosswalk_001|naive_rich||artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/naive_rich/w18_022_street_rain_crosswalk_001_naive_rich.wav,street_rain_crosswalk_001,naive_rich,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,street_rain_crosswalk_001,naive_rich,101.0,100.0,selector_candidate,variant_prior:+1.0,artifacts/model_runs/w18_dss_ablation/street_rain_crosswalk_001/naive_rich/w18_022_street_rain_crosswalk_001_naive_rich.wav,dss_layer_avoid,dss_event_timeline,dss_layer_avoid,naive_rich,1.5,dss_neutral
subway_arrival_door_001|dss_event_timeline,subway_arrival_door_001,dss_event_timeline,,true,,,3,false,false,true,"source,selector",subway_arrival_door_001,dss_event_timeline,w18_029_subway_arrival_door_001_dss_event_timeline,artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/dss_event_timeline/w18_029_subway_arrival_door_001_dss_event_timeline_repaired_peak_m3db.wav,True,823,44100,1,2,10.0078,-12.6374,-3.0,0.0,0.86285075,0.13714925,28,"[0.08, 0.26, 0.62, 0.84, 1.1, 1.6, 1.9, 2.44, 2.6, 2.72, 2.9, 3.04, 3.3, 3.62, 3.9, 4.14, 4.4, 4.52, 4.74, 4.96, 5.14, 5.5, 5.64, 5.78, 5.98, 6.1, 6.3, 6.56]",ok,[],,,,,,,,,,,,,
subway_arrival_door_001|dss_event_timeline||artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/dss_event_timeline/w18_029_subway_arrival_door_001_dss_event_timeline_repaired_peak_m3db.wav,subway_arrival_door_001,dss_event_timeline,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,subway_arrival_door_001,dss_event_timeline,85.0,86.0,listen_review,loud_rms:-12.6374|very_high_silence_ratio:0.13714925|variant_prior:+2.0|repaired_candidate_penalty:-3.0,artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/dss_event_timeline/w18_029_subway_arrival_door_001_dss_event_timeline_repaired_peak_m3db.wav,naive,dss_global,dss_global,naive,-2.5,dss_neutral
subway_arrival_door_001|dss_global,subway_arrival_door_001,dss_global,,true,,,3,false,false,true,"source,selector",subway_arrival_door_001,dss_global,w18_028_subway_arrival_door_001_dss_global,artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/dss_global/w18_028_subway_arrival_door_001_dss_global.wav,False,305,44100,1,2,10.0078,-16.0454,-0.1713,0.0,0.92586962,0.07413038,18,"[0.1, 0.26, 0.4, 0.6, 0.96, 1.2, 2.14, 2.6, 3.52, 3.78, 3.9, 4.4, 4.52, 4.66, 5.02, 5.22, 5.64, 6.2]",ok,[],,,,,,,,,,,,,
subway_arrival_door_001|dss_global||artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/dss_global/w18_028_subway_arrival_door_001_dss_global.wav,subway_arrival_door_001,dss_global,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,subway_arrival_door_001,dss_global,95.5,95.0,selector_candidate,hot_peak:-0.1713|moderate_silence_ratio:0.07413038|variant_prior:+0.5,artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/dss_global/w18_028_subway_arrival_door_001_dss_global.wav,naive,dss_global,dss_global,naive,-2.5,dss_neutral
subway_arrival_door_001|dss_layer_avoid,subway_arrival_door_001,dss_layer_avoid,,true,,,3,false,false,true,"source,selector",subway_arrival_door_001,dss_layer_avoid,w18_030_subway_arrival_door_001_dss_layer_avoid,artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/dss_layer_avoid/w18_030_subway_arrival_door_001_dss_layer_avoid_repaired_peak_m3db.wav,True,967,44100,1,2,10.0078,-13.2822,-3.0,0.0,0.86784232,0.13215768,28,"[0.08, 0.26, 0.4, 0.6, 0.84, 1.1, 1.6, 1.9, 2.14, 2.44, 2.6, 2.74, 2.9, 3.04, 3.3, 3.46, 3.62, 3.9, 4.14, 4.42, 4.68, 4.92, 5.08, 5.5, 5.76, 5.98, 6.2, 6.56]",ok,[],,,,,,,,,,,,,
subway_arrival_door_001|dss_layer_avoid||artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/dss_layer_avoid/w18_030_subway_arrival_door_001_dss_layer_avoid_repaired_peak_m3db.wav,subway_arrival_door_001,dss_layer_avoid,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,subway_arrival_door_001,dss_layer_avoid,85.5,86.0,listen_review,loud_rms:-13.2822|very_high_silence_ratio:0.13215768|variant_prior:+2.5|repaired_candidate_penalty:-3.0,artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/dss_layer_avoid/w18_030_subway_arrival_door_001_dss_layer_avoid_repaired_peak_m3db.wav,naive,dss_global,dss_global,naive,-2.5,dss_neutral
subway_arrival_door_001|naive,subway_arrival_door_001,naive,,true,,,3,false,false,true,"source,selector",subway_arrival_door_001,naive,w18_026_subway_arrival_door_001_naive,artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/naive/w18_026_subway_arrival_door_001_naive.wav,False,229,44100,1,2,10.0078,-22.3956,-4.9374,0.0,0.94106864,0.05893136,17,"[0.1, 0.3, 0.52, 0.64, 1.2, 1.86, 3.52, 3.9, 4.64, 5.1, 5.22, 5.4, 5.7, 6.2, 6.52, 6.68, 7.08]",ok,[],,,,,,,,,,,,,
subway_arrival_door_001|naive||artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/naive/w18_026_subway_arrival_door_001_naive.wav,subway_arrival_door_001,naive,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,subway_arrival_door_001,naive,98.0,98.0,selector_candidate,moderate_silence_ratio:0.05893136,artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/naive/w18_026_subway_arrival_door_001_naive.wav,naive,dss_global,dss_global,naive,-2.5,dss_neutral
subway_arrival_door_001|naive_rich,subway_arrival_door_001,naive_rich,,true,,,3,false,false,true,"source,selector",subway_arrival_door_001,naive_rich,w18_027_subway_arrival_door_001_naive_rich,artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/naive_rich/w18_027_subway_arrival_door_001_naive_rich.wav,False,597,44100,1,2,10.0078,-15.7839,-0.2758,0.0,0.92633637,0.07366363,26,"[0.08, 0.26, 0.54, 0.88, 1.08, 1.6, 1.74, 1.88, 2.02, 2.14, 2.6, 2.74, 3.04, 3.3, 3.62, 3.9, 4.44, 4.66, 5.12, 5.32, 5.5, 5.64, 5.78, 6.2, 6.52, 7.08]",ok,[],,,,,,,,,,,,,
subway_arrival_door_001|naive_rich||artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/naive_rich/w18_027_subway_arrival_door_001_naive_rich.wav,subway_arrival_door_001,naive_rich,,,true,,3,false,false,true,"source,metrics",,,,,,,,,,,,,,,,,,,,subway_arrival_door_001,naive_rich,90.0,89.0,listen_review,hot_peak:-0.2758|loud_rms:-15.7839|moderate_silence_ratio:0.07366363|variant_prior:+1.0,artifacts/model_runs/w18_dss_ablation/subway_arrival_door_001/naive_rich/w18_027_subway_arrival_door_001_naive_rich.wav,naive,dss_global,dss_global,naive,-2.5,dss_neutral
